issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
1769628,"CoreWeave, Inc.",CRWV,16436191.0,567,1983362890.85
1690820,CARVANA CO.,CVNA,262750.0,528,97711938.19
1650372,Atlassian Corp,TEAM,321930.0,210,54888386.16
1571996,Dell Technologies Inc.,DELL,5772027.0,155,761528836.77
1082554,UNITED THERAPEUTICS Corp,UTHR,207435.0,131,84983828.96
