issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
1811530,"Next Meats Holdings, Inc.",NXMH,426340348.0,7,0.0
912766,"LAUREATE EDUCATION, INC.",LAUR,65684366.0,4,618089884.06
1708035,Ecovyst Inc.,ECVT,40250000.0,14,317170000.0
1809104,"Alight, Inc. / Delaware",ALIT,24309342.0,10,181347691.32
1819928,"DoubleVerify Holdings, Inc.",DV,23026033.0,19,601644414.52
