issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
1703056,ADT Inc.,ADT,142000000.0,2,1180020000.0
924396,"OpenLocker Holdings, Inc.",OLKR,113088077.0,1,0.0
1621227,Adaptimmune Therapeutics PLC,ADAP,64052538.0,3,6744571.2
1910139,Mobileye Global Inc.,MBLY,63731985.0,2,1022898359.25
2009312,Aureus Greenway Holdings Inc,AGH,26000000.0,8,8020000.0
