issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
1650372,Atlassian Corp,TEAM,360633.0,280,77364992.32
1751008,AppLovin Corp,APP,1098254.0,185,406936552.6
1690820,CARVANA CO.,CVNA,644920.0,128,195204187.48
1065280,NETFLIX INC,NFLX,96915.0,122,112862088.2
1832332,"Aveanna Healthcare Holdings, Inc.",AVAH,5556088.0,81,30193659.71
