issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
1605331,AB INTERNATIONAL GROUP CORP.,ABQQ,1750000000.0,1,0.0
1819848,"Joby Aviation, Inc.",JOBY,49701790.0,1,250000003.7
1845459,"NKGen Biotech, Inc.",NKGN,40519277.0,2,5267506.01
1173420,NOVAGOLD RESOURCES INC,NG,13333334.0,1,50000002.5
1476765,"GOLUB CAPITAL BDC, Inc.",GBDC,12119942.18,2,183374725.1834
