issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
919567,"RENN Fund, Inc.",RCG,23534.0,140,62104.48
1811074,Texas Pacific Land Corp,TPL,182.0,110,199886.1
1087294,CUMBERLAND PHARMACEUTICALS INC,CPIX,1355.0,80,6531.1
1938109,Pineapple Financial Inc.,PAPL,534233.0,26,34556.54
1534708,"Beeline Holdings, Inc.",BLNE,277000.0,22,183947.7
