issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
922247,"Cyclo Therapeutics, Inc.",CTDH,12450000.0,5,
1603978,"AquaBounty Technologies, Inc.",AQB,8061200.0,6,20153000.0
1487610,Neuberger Berman High Yield Strategies Fund Inc.,NHS,7600000.0,3,95000000.0
1102432,"VIKING ENERGY GROUP, INC.",VKIN,7124455.0,1,997423.7
1766037,"NMF SLF I, Inc.",NONE,7088847.0,3,75000001.26
