issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
1811074,Texas Pacific Land Corp,TPL,440.0,120,732106.32
919567,"RENN Fund, Inc.",RCG,13546.0,83,30695.22
1087294,CUMBERLAND PHARMACEUTICALS INC,CPIX,4880.0,72,11317.36
1805284,"Rocket Companies, Inc.",RKT,496100.0,40,4421340.0
828803,TEMPLETON GLOBAL INCOME FUND,GIM,3146567.0,31,13873180.44
