issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
1300514,LAS VEGAS SANDS CORP,LVS,46264168.0,2,1999999982.64
104169,Walmart Inc.,WMT,10360637.0,20,1630094047.43
1638833,"Surgery Partners, Inc.",SGRY,31480610.0,6,1052711598.4
1889539,"Corebridge Financial, Inc.",CRBG,41210256.0,2,852573068.0
1856525,"Core & Main, Inc.",CNM,20394228.0,8,724819558.12
