issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
919567,"RENN Fund, Inc.",RCG,2061.79,102,3484.9972
1811074,Texas Pacific Land Corp,TPL,161.0,75,257986.31
1717457,Calamos Long/Short Equity & Dynamic Income Trust,CPZ,67508.0,65,998241.88
1842939,Carmell Corp,CTCX,37872.0,55,134739.43
1157601,"MADRIGAL PHARMACEUTICALS, INC.",MDGL,136370.0,54,30065350.22
