issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
862651,"Investview, Inc.",INVU,43500000.0,5,435000.0
1771515,Grocery Outlet Holding Corp.,GO,17777538.0,26,583324398.74
1737193,"Baja Custom Design, Inc.",BJCD,14960000.0,1,2244000.0
27904,"DELTA AIR LINES, INC.",DAL,12993679.0,7,314351663.81
80424,PROCTER & GAMBLE Co,PG,11679713.0,10,1398896809.28
