issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
1771995,American Picture House Corp,APHP,2066400.0,3,189778313760.0
1818201,CCC Intelligent Solutions Holdings Inc.,CCCS,349375000.0,20,3532181250.0
104169,Walmart Inc.,WMT,8815923.0,46,1374808198.69
1773383,"Dynatrace, Inc.",DT,21340701.0,6,1031738191.92
1889539,"Corebridge Financial, Inc.",CRBG,50000000.0,1,1025000000.0
