issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
797468,OCCIDENTAL PETROLEUM CORP /DE/,OXY,106576014.0,33,5641672761.25
1424404,Wolverine Technologies Corp.,WOLV,88000000.0,3,0.0
1484565,SOLENO THERAPEUTICS INC,SLNO,21420000.0,8,
1410738,Voip-pal.com Inc,VPLM,20000000.0,1,200000.0
1576914,MiX Telematics Ltd,MIXT,18510775.0,13,8835050.5
