issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
55067,KELLANOVA,K,45097438.0,1,3765636073.0
2046386,Medline Inc.,MDLN,87164321.0,8,2509019456.14
1901440,UL Solutions Inc.,ULS,14375000.0,2,1121250000.0
2052568,Legence Corp.,LGN,16804356.0,4,756196020.0
1832466,"Alignment Healthcare, Inc.",ALHC,23567419.0,17,438113287.7
