issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
2046386,Medline Inc.,MDLN,87164321.0,8,2509019456.14
55067,KELLANOVA,K,45097438.0,1,3765636073.0
1822479,Sotera Health Co,SHC,26670000.0,6,435611100.0
1832466,"Alignment Healthcare, Inc.",ALHC,23567419.0,17,438113287.7
1682149,Datavault AI Inc.,DVLT,20783710.0,8,12938273.94
