issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
1690820,CARVANA CO.,CVNA,1002191.0,401,334667107.85
1650372,Atlassian Corp,TEAM,314527.0,240,64182823.09
1841408,Dave Inc./DE,DAVE,342568.0,111,72603037.56
1571996,Dell Technologies Inc.,DELL,14072855.0,102,1701965854.35
1326801,"Meta Platforms, Inc.",META,129972.0,102,92587112.06
