issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
1327567,Palo Alto Networks Inc,PANW,1564898.0,50,259973500.25
1756404,Principal Real Asset Fund,,9732946.39,3,256784072.7505
820313,AMPHENOL CORP /DE/,APH,3195000.0,8,242209500.0
16160,CAL-MAINE FOODS INC,CALM,1287616.0,2,116658009.6
1065280,NETFLIX INC,NFLX,99084.0,82,104502345.65
