issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
1650372,Atlassian Corp,TEAM,344560.0,292,49573754.36
1830214,"Ginkgo Bioworks Holdings, Inc.",DNA,15165676.0,117,26020626.24
101382,UMB FINANCIAL CORP,UMBF,24591.0,110,2167786.53
1082554,UNITED THERAPEUTICS Corp,UTHR,174850.0,108,46231588.71
1462056,"Backblaze, Inc.",BLZE,203000.0,106,1451385.39
