issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
1650372,Atlassian Corp,TEAM,342162.0,320,58825138.77
799292,"M/I HOMES, INC.",MHO,123547.0,178,7493782.47
1747748,Qualtrics International Inc.,XM,4792765.0,140,78713080.01
1082554,UNITED THERAPEUTICS Corp,UTHR,164700.0,127,41650952.53
1260221,TransDigm Group INC,TDG,520106.0,111,385338367.41
