issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
919567,"RENN Fund, Inc.",RCG,24128.0,140,64154.22
1973266,"TKO Group Holdings, Inc.",TKO,3013743.0,120,454960681.38
15847,BUTLER NATIONAL CORP,BUKS,243800.0,31,414107.0
1552800,"TILE SHOP HOLDINGS, INC.",TTSH,614859.0,27,4347861.02
1595527,American Strategic Investment Co.,NYC,28466.0,20,263205.49
