issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
1751008,AppLovin Corp,APP,335434.0,302,196558227.56
1650372,Atlassian Corp,TEAM,320571.0,272,49169131.55
59478,ELI LILLY & Co,LLY,1962525.0,198,1963533507.87
1321655,Palantir Technologies Inc.,PLTR,1019044.0,146,167017086.15
1082554,UNITED THERAPEUTICS Corp,UTHR,272000.0,142,126190501.24
