issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
1818201,CCC Intelligent Solutions Holdings Inc.,CCCS,90000000.0,9,888300000.0
1830043,Bumble Inc.,BMBL,84814536.0,37,530938995.36
1799208,"Dun & Bradstreet Holdings, Inc.",DNB,61548691.0,2,22725000.0
1800347,"E2open Parent Holdings, Inc.",ETWO,49831007.0,5,164442323.1
1889539,"Corebridge Financial, Inc.",CRBG,30000000.0,1,1009500000.0
