issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
919567,"RENN Fund, Inc.",RCG,15016.0,70,24682.09
1080319,"Elys Game Technology, Corp.",ELYS,280500.0,58,870390.0
1588014,"ADM ENDEAVORS, INC.",ADMQ,522418.0,51,43478.34
1476765,"GOLUB CAPITAL BDC, Inc.",GBDC,87432.0,44,1218272.76
1800347,CC Neuberger Principal Holdings I,PCPL,2541588.0,42,26144917.68
