issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
867028,"FOMO WORLDWIDE, INC.",FOMC,4947625053.0,682,56999.82
1811210,"Lucid Group, Inc.",LCID,265693703.0,1,1814687991.49
1692830,"Satsuma Pharmaceuticals, Inc.",STSA,52530894.0,3,47803113.54
1862068,"Rubicon Technologies, Inc.",RBT,31159942.0,6,13087175.64
1062822,"LEXICON PHARMACEUTICALS, INC.",LXRX,27867050.0,8,72428290.0
