issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
924396,Crisp Momentum Inc.,CRSF,1050000000.0,3,10000000.0
1094831,"BGC Group, Inc.",BGC,109833810.0,4,82647970.41
1832332,"Aveanna Healthcare Holdings, Inc.",AVAH,32597968.0,14,293381712.0
1865782,"BrightSpring Health Services, Inc.",BTSG,29745000.0,4,856061100.0
1690680,"NEWMARK GROUP, INC.",NMRK,24420515.0,3,
