issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
1418135,Keurig Dr Pepper Inc.,KDP,83950000.0,1,2740967500.0
59478,ELI LILLY & Co,LLY,660000.0,84,2180457240.78
1990354,Waystar Holding Corp.,WAY,28839003.0,7,1138133187.9
1439288,Zurn Elkay Water Solutions Corp,ZWS,26776588.0,5,899766451.36
1830081,Rumble Inc.,RUM,69688202.0,11,522661515.0
