issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
1492633,Nielsen Holdings plc,NLSN,61771685.0,7,1695976201.4
1690820,CARVANA CO.,CVNA,7100000.0,7,568000000.0
1310114,"SERVICESOURCE INTERNATIONAL, INC.",SREV,146909.0,7,536087503.73
47217,HP INC,HPQ,11133565.0,4,398513450.05
1400891,"iHeartMedia, Inc.",IHRT,8958345.0,21,159691689.84
