issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
919567,"RENN Fund, Inc.",RCG,26764.0,147,70886.56
1811074,Texas Pacific Land Corp,TPL,210.0,126,282165.41
1087294,CUMBERLAND PHARMACEUTICALS INC,CPIX,1285.0,84,6693.61
880406,HERZFELD CARIBBEAN BASIN FUND INC,CUBA,294221.0,37,853694.7
1684144,Zomedica Corp.,ZOM,5720990.0,28,375939.3
