issuer_cik,issuer_name,issuer_ticker,total_shares,num_transactions,total_volume
1934850,"F&G Annuities & Life, Inc.",FG,4540000.0,6,152624120.0
1789029,"Aeva Technologies, Inc.",AEVA,9408476.0,9,57799426.98
1858848,"Tenaya Therapeutics, Inc.",TNYA,71428568.0,2,49999997.6
1875084,"PGIM Private Real Estate Fund, Inc.",PPRUX,1480546.41,4,43512282.0895
1725472,Carlyle Tactical Private Credit Fund,TAKNX,1600000.0,3,40000000.0
